term,code
oculomotor nerve diseases,C10.292.562.700
enophthalmos,C11.675.319
tonic pupil,C10.597.690.575
anisometropia,C11.744.126
retinal neovascularization,C11.768.725
choroid diseases,C11.941.160
iridocyclitis,C11.941.375.360
panuveitis,C11.941.879.780
"uveitis, posterior",C11.941.879.780.900
"uveitis, intermediate",C11.941.879.900
pars planitis,C11.941.160.478.700
anisocoria,C10.597.690.150
miosis,C10.597.690.362
mydriasis,C11.710.570
"retinal necrosis syndrome, acute",C11.768.773.674
urinary retention,C12.050.351.968.934.880
"blood loss, surgical",C23.550.414.300
"pleural effusion, malignant",C04.588.894.797.640.700
arachnoid cysts,C04.182.044
simian acquired immunodeficiency syndrome,C01.925.782.815.616.850
gerstmann-straussler-scheinker disease,C01.207.800.350
spinal fractures,C26.117.500.500
oligohydramnios,C12.050.703.560
epidermolysis bullosa acquisita,C16.131.831.493.080
epidermolysis bullosa dystrophica,C16.131.831.493.160
"epidermolysis bullosa, junctional",C16.131.831.493.170
epidermolysis bullosa simplex,C16.131.831.493.180
sjogren-larsson syndrome,C16.131.831.512.723
ichthyosis vulgaris,C16.131.831.512.410
"ichthyosiform erythroderma, congenital",C16.131.831.512.400
"ichthyosis, x-linked",C16.131.831.512.420
"albinism, oculocutaneous",C11.270.040.545
piebaldism,C16.320.290.040.600
"albinism, ocular",C11.270.040.090
heart valve prolapse,C14.280.484.400
spinal dysraphism,C10.500.680.800
spina bifida occulta,C10.500.680.800.750
spina bifida cystica,C10.500.680.800.730
holoprosencephaly,C05.660.207.410
digestive system fistula,C06.267
oral fistula,C07.465.614
respiratory tract fistula,C08.702
vascular fistula,C14.240.850.984
accelerated idioventricular rhythm,C14.280.067.845.940.349
torsades de pointes,C14.280.067.845.940.700
lentivirus infections,C01.925.782.815.616
feline acquired immunodeficiency syndrome,C01.925.782.815.616.350
visna,C01.925.782.815.616.900
murine acquired immunodeficiency syndrome,C01.925.782.815.650
postpoliomyelitis syndrome,C01.207.618.750.750
aids-associated nephropathy,C01.221.250.875.050
milk hypersensitivity,C20.543.480.370.500
alveolar bone loss,C05.116.264.150
smear layer,C07.793.208.688
tooth loss,C07.465.714.804
"lymphoma, b-cell",C04.557.386.480.150
"lymphoma, t-cell",C04.557.386.480.750
"lymphoma, large-cell, immunoblastic",C04.557.386.480.493
"lymphoma, large b-cell, diffuse",C04.557.386.480.150.585
"lymphoma, t-cell, cutaneous",C04.557.386.480.750.800
"lymphoma, t-cell, peripheral",C04.557.386.480.750.825
prosthesis-related infections,C01.685
granuloma annulare,C17.300.200.495.380
sweet syndrome,C17.800.229.800
lysosomal storage diseases,C16.320.565.595
fungemia,C01.150.703.492.594
bacteremia,C01.150.252.100
ovarian hyperstimulation syndrome,C12.050.351.500.056.630.642
motor neuron disease,C10.574.562
helicobacter infections,C01.150.252.400.466
"lymphoma, aids-related",C04.557.386.480.150.450
"head injuries, closed",C10.900.300.350
peripheral vascular diseases,C14.907.617
"pemphigus, benign familial",C16.320.850.700
corneal neovascularization,C11.204.290
severe combined immunodeficiency,C16.320.798.750
ankle injuries,C26.558.100
neurofibromatosis 2,C04.557.465.625.650.595.610.500
foot ulcer,C17.800.321.250
mucopolysaccharidosis ii,C10.597.606.360.455.750
"cardiac output, high",C14.280.142
bronchial hyperreactivity,C08.127.210
"gangliosidosis, gm1",C10.228.140.163.100.435.825.300.400
mucopolysaccharidosis vii,C16.320.565.202.715.675
central nervous system neoplasms,C04.588.614.250
choroid plexus neoplasms,C04.588.614.250.195.205.200
"purpura, thrombocytopenic, idiopathic",C15.378.100.802.687.600
blepharophimosis,C11.250.090
hidradenitis,C17.800.946.315
"leukemia, feline",C01.925.782.815.622
enzootic bovine leukosis,C01.925.782.815.200.260
"vaginosis, bacterial",C01.150.252.954
granular cell tumor,C04.557.450.590.350
needlestick injuries,C26.986.950.500
eosinophilia-myalgia syndrome,C05.651.290
thyroid nodule,C04.588.322.894.800
"neoplasms, second primary",C04.692
critical illness,C23.550.291.625
"diabetes, gestational",C12.050.703.170
"encephalopathy, bovine spongiform",C01.207.800.260
primary ovarian insufficiency,C12.050.351.500.056.630.750
cerebral amyloid angiopathy,C10.228.140.300.510.200.200
psoas abscess,C01.830.025.700
zenker diverticulum,C06.405.205.282.750.625.900
herpes zoster oticus,C01.925.256.466.930.750.733
"still's disease, adult-onset",C05.550.114.154.870
yin deficiency,C23.550.972
yang deficiency,C23.550.945
proteus syndrome,C04.445.435.500
pneumocystis infections,C01.150.703.770
"empyema, pleural",C01.748.265
"plasma cell granuloma, pulmonary",C08.381.600
orbital pseudotumor,C11.675.679
erythema infectiosum,C01.925.256.700.300
antiphospholipid syndrome,C20.111.197
alagille syndrome,C06.130.120.135.250.125
stiff-person syndrome,C10.114.812
hepatitis e,C01.925.440.470
"death, sudden, cardiac",C14.280.383.220
feline infectious peritonitis,C01.925.782.600.550.200.360
caroli disease,C06.130.120.127.500
embolism and thrombosis,C14.907.355
ciliophora infections,C01.610.752.200
"leishmaniasis, cutaneous",C01.610.752.300.500.400
"leishmaniasis, diffuse cutaneous",C01.610.752.300.500.400.350
blastocystis infections,C01.610.432.250
"malaria, falciparum",C01.610.752.530.650
"malaria, cerebral",C01.207.205.300.500
"malaria, vivax",C01.610.752.530.700
"toxoplasmosis, cerebral",C01.207.090.800
"keratitis, herpetic",C01.375.725.465
hypocapnia,C23.888.852.614
"tuberculoma, intracranial",C01.150.252.223.850.400
bacillaceae infections,C01.150.252.410.090
li-fraumeni syndrome,C04.700.600
bacteroidaceae infections,C01.150.252.400.110
serratia infections,C01.150.252.400.310.850
ureaplasma infections,C01.150.252.400.610.850
neisseriaceae infections,C01.150.252.400.625
pasteurellaceae infections,C01.150.252.400.700
ehrlichiosis,C01.150.252.400.054.750
poems syndrome,C10.668.829.800.700
microsporidiosis,C01.150.703.617
diabetic ketoacidosis,C18.452.076.176.652.500
"polyendocrinopathies, autoimmune",C19.787
angiodysplasia,C14.907.075
endometrial neoplasms,C04.588.945.418.948.585
encephalitozoonosis,C01.150.703.617.300
"polycystic kidney, autosomal dominant",C12.050.351.968.419.403.875.500
carotid stenosis,C10.228.140.300.200.360
gram-negative bacterial infections,C01.150.252.400
gram-positive bacterial infections,C01.150.252.410
"joint deformities, acquired",C05.550.515
"angiomatosis, bacillary",C01.150.252.400.126.100.075
"arthritis, reactive",C01.100.500
"meningitis, cryptococcal",C01.150.703.181.500.500
"meningitis, bacterial",C01.150.252.223.500
"meningitis, fungal",C01.150.703.181.500
tooth demineralization,C07.793.720
"epilepsy, complex partial",C10.228.140.490.360.260
"epilepsy, frontal lobe",C10.228.140.490.360.270
epilepsia partialis continua,C10.597.742.785.260
"phenylketonuria, maternal",C10.228.140.163.100.687.500
chalazion,C04.182.197
"polycystic kidney, autosomal recessive",C12.050.351.968.419.403.875.510
common variable immunodeficiency,C20.673.330
alpha-thalassemia,C15.378.071.141.150.875.100
beta-thalassemia,C15.378.071.141.150.875.150
aids-related opportunistic infections,C01.221.250.875.100
"colitis, ischemic",C06.405.205.265.115
"porphyria, erythropoietic",C16.320.850.738
liver failure,C06.552.308.500
"porphyrias, hepatic",C06.552.830
prion diseases,C01.207.800
iga deficiency,C15.378.147.333.500
igg deficiency,C15.378.147.333.750
"akathisia, drug-induced",C10.228.662.037
"liver failure, acute",C06.552.308.500.750
low back pain,C23.888.592.612.107.400
"porphyria, acute intermittent",C06.552.830.150
porphyria cutanea tarda,C06.552.830.100
"porphyria, hepatoerythropoietic",C06.552.830.437
anisakiasis,C01.610.335.508.700.100.060
"neoplasms, post-traumatic",C04.666
"tachycardia, ventricular",C14.280.067.845.940
adenophorea infections,C01.610.335.508.100
enoplida infections,C01.610.335.508.100.275
secernentea infections,C01.610.335.508.700
ascaridida infections,C01.610.335.508.700.100
"skin diseases, bacterial",C01.150.252.819
"skin diseases, viral",C01.925.825
oxyurida infections,C01.610.335.508.700.550
rhabditida infections,C01.610.335.508.700.700
myocardial ischemia,C14.280.647
angelman syndrome,C10.228.662.075
spirurida infections,C01.610.335.508.700.750
strongylida infections,C01.610.335.508.700.775
root caries,C07.793.720.210.650
gastric outlet obstruction,C06.405.748.340
toxascariasis,C01.610.335.508.700.100.850
enterobiasis,C01.610.335.508.700.550.550.375
mitochondrial encephalomyopathies,C05.651.460.620
mitochondrial myopathies,C05.651.460
melas syndrome,C05.651.460.620.520
merrf syndrome,C05.651.460.620.530
"ophthalmoplegia, chronic progressive external",C05.651.460.700
caliciviridae infections,C01.925.782.160
neurofibromatoses,C04.557.580.600.580.590
leukemic infiltration,C04.697.645.500
craniomandibular disorders,C05.500.607.221
tick-borne diseases,C01.920.930
polymyositis,C05.651.594.819
hellp syndrome,C12.050.703.395.186
"hypertrophy, left ventricular",C14.280.195.400
"hypertrophy, right ventricular",C14.280.195.410
kallmann syndrome,C12.050.351.875.253.096.750
skin and connective tissue diseases,C17
necrobiotic disorders,C17.300.200.495
"skin diseases, eczematous",C17.800.815
"skin diseases, papulosquamous",C17.800.859
"skin diseases, vascular",C17.800.862
"dermatitis, allergic contact",C17.800.174.255.100
"dermatitis, irritant",C17.800.174.255.400
"dermatitis, photoallergic",C17.800.174.255.100.600
"dermatitis, phototoxic",C17.800.174.255.400.225
acneiform eruptions,C17.800.030
"hyperkeratosis, epidermolytic",C16.131.831.512.400.375
"ichthyosis, lamellar",C16.131.831.512.400.410
"keratosis, seborrheic",C17.800.428.580
hyperpigmentation,C17.800.621.430
hypopigmentation,C17.800.621.440
hidradenitis suppurativa,C01.150.252.819.420
porokeratosis,C16.320.850.730
pyoderma gangrenosum,C17.800.695.675
lichenoid eruptions,C17.800.859.475
lichen nitidus,C17.800.859.475.545
pityriasis lichenoides,C17.800.859.475.650
pityriasis rosea,C17.800.859.600.675
mucinoses,C17.300.550
"aneurysm, false",C14.907.055.090
"aneurysm, ruptured",C14.907.055.185
iliac aneurysm,C14.907.055.625
"aortic aneurysm, abdominal",C14.907.055.239.075
"aortic aneurysm, thoracic",C14.907.055.239.125
postcholecystectomy syndrome,C06.130.825
"lung diseases, interstitial",C08.381.483
radiation pneumonitis,C08.381.483.675
"sarcoidosis, pulmonary",C08.381.483.725
microvascular angina,C14.280.647.187.575
focal epithelial hyperplasia,C07.465.342
parasystole,C14.280.067.672
cutaneous fistula,C17.800.135
hyperandrogenism,C12.050.351.875.253.064.500
"myelinolysis, central pontine",C10.228.140.163.560
kleine-levin syndrome,C10.886.425.800.200.500
neuroectodermal tumors,C04.557.465.625
"neuroectodermal tumor, melanotic",C04.557.465.625.630
periodontal attachment loss,C07.465.714.354.750
wagr syndrome,C04.557.435.595.950
hypophosphatemia,C18.452.750.400
crest syndrome,C06.405.117.119.500.204
"lichen planus, oral",C07.465.397
hypereosinophilic syndrome,C15.378.553.231.549
myocardial stunning,C14.280.671
cholera morbus,C06.405.205.200
polydactyly,C05.660.585.600
soft tissue injuries,C26.808
"myopathies, nemaline",C05.651.575.290
pelvic pain,C23.888.592.612.944
"embolism, cholesterol",C14.907.355.350.454.500
retropharyngeal abscess,C01.748.561.625
community-acquired infections,C01.234
diabetic foot,C14.907.320.191
cytomegalovirus retinitis,C01.375.725.270
"lymphoma, large-cell, anaplastic",C04.557.386.480.750.399
lymphomatoid papulosis,C04.557.386.480.750.800.528
"leukoplakia, hairy",C01.925.256.466.313.500
"fractures, malunited",C26.404.249
bone malalignment,C05.116.214
ulnar nerve compression syndromes,C10.668.829.500.850.600
amyloid neuropathies,C10.668.829.050
"granuloma, pyogenic",C23.550.382.937
furcation defects,C07.465.714.204
"bone cysts, aneurysmal",C04.182.089.265
canavan disease,C10.228.140.163.100.362.375
machado-joseph disease,C10.228.140.252.190.530.530
"limb deformities, congenital",C05.660.585
ossification of posterior longitudinal ligament,C05.116.900.480
exfoliation syndrome,C11.941.375.285
splenosis,C15.604.744.742.500
tympanic membrane perforation,C09.218.903
"tuberculosis, multidrug-resistant",C01.150.252.410.040.552.846.775
odontodysplasia,C07.650.800.600
glucose intolerance,C18.452.394.952.500
endolymphatic hydrops,C09.218.568.217
circoviridae infections,C01.925.256.200
arterivirus infections,C01.925.782.600.100
birnaviridae infections,C01.925.782.123
torovirus infections,C01.925.782.600.550.800
flavivirus infections,C01.925.782.350.250
flaviviridae infections,C01.925.782.350
pestivirus infections,C01.925.782.350.675
paramyxoviridae infections,C01.925.782.580.600
morbillivirus infections,C01.925.782.580.600.500
pneumovirus infections,C01.925.782.580.600.550
cardiovirus infections,C01.925.782.687.150
lymphatic vessel tumors,C04.557.375
"lymphangioma, cystic",C04.557.375.450.450
lymphangioleiomyomatosis,C04.557.375.460.465
"neoplasms, complex and mixed",C04.557.435
adenomyoma,C04.557.435.110
adenosarcoma,C04.557.435.135
"carcinoma, adenosquamous",C04.557.435.250
hepatoblastoma,C04.557.435.380
"mixed tumor, malignant",C04.557.435.525
"mixed tumor, mesodermal",C04.557.435.530
"mixed tumor, mullerian",C04.557.435.540
"nephroma, mesoblastic",C04.557.435.600
pulmonary blastoma,C04.557.435.675
"sarcoma, endometrial stromal",C04.557.435.775
"neoplasms, connective and soft tissue",C04.557.450
"neoplasms, adipose tissue",C04.557.450.550
angiolipoma,C04.557.450.550.100
angiomyolipoma,C04.557.450.550.125
"liposarcoma, myxoid",C04.557.450.550.420.425
myelolipoma,C04.557.450.550.710
chondromatosis,C04.557.450.565.265.270
"chondrosarcoma, mesenchymal",C04.557.450.565.280.280
giant cell tumor of bone,C04.557.450.565.380.380
"neoplasms, bone tissue",C04.557.450.565.575
"fibroma, ossifying",C04.557.450.565.575.400
osteoblastoma,C04.557.450.565.575.600
osteochondromatosis,C04.557.450.565.575.610.615
"osteosarcoma, juxtacortical",C04.557.450.565.575.650.655
"neoplasms, fibrous tissue",C04.557.450.565.590
"histiocytoma, benign fibrous",C04.557.450.565.590.425.350
"fibroma, desmoplastic",C04.557.450.565.590.340.345
"fibromatosis, abdominal",C04.557.450.565.590.340.400
"fibromatosis, aggressive",C04.557.450.565.590.340.410
dermatofibrosarcoma,C04.557.450.565.590.350.320
myofibromatosis,C04.557.450.565.590.550
"neoplasms, fibroepithelial",C04.557.450.565.590.595
fibroadenoma,C04.557.450.565.590.595.350
"sarcoma, clear cell",C04.557.450.565.800
"sarcoma, small cell",C04.557.450.565.825
angiomyoma,C04.557.450.590.450.125
"leiomyoma, epithelioid",C04.557.450.590.450.455
leiomyomatosis,C04.557.450.590.450.465
"rhabdomyosarcoma, alveolar",C04.557.450.590.550.660.665
"rhabdomyosarcoma, embryonal",C04.557.450.590.550.660.675
"sarcoma, alveolar soft part",C04.557.450.590.775
smooth muscle tumor,C04.557.450.590.800
"carcinoma, embryonal",C04.557.465.200
germinoma,C04.557.465.330
gonadoblastoma,C04.557.465.420
seminoma,C04.557.465.330.800
endodermal sinus tumor,C04.557.465.510.350
"neuroectodermal tumors, primitive, peripheral",C04.557.465.625.600.590.650
"neuroectodermal tumors, primitive",C04.557.465.625.600.590
teratocarcinoma,C04.557.465.900
"trophoblastic tumor, placental site",C04.557.465.955.207.875
adrenocortical adenoma,C04.588.322.078.265.500
"adenoma, liver cell",C04.557.470.035.120
"adenoma, oxyphilic",C04.557.470.035.140
acrospiroma,C04.557.470.035.175.125
hidrocystoma,C04.557.470.035.175.375
syringoma,C04.557.470.035.175.800
"adenoma, villous",C04.557.470.035.185
adenomatoid tumor,C04.557.470.035.200
"adenomatosis, pulmonary",C04.557.470.035.210
adenomatous polyps,C04.557.470.035.215
"mesothelioma, cystic",C04.557.470.035.510.515
"adenocarcinoma, clear cell",C04.557.470.200.025.045
"adenocarcinoma, follicular",C04.557.470.200.025.060
"carcinoma, papillary, follicular",C04.557.470.200.025.060.225
"adenocarcinoma, sebaceous",C04.557.470.200.025.105
"carcinoma, acinar cell",C04.557.470.200.025.215
adrenocortical carcinoma,C04.557.470.200.025.152
"carcinoma, endometrioid",C04.557.470.200.025.240
"carcinoma, ductal, breast",C04.557.470.200.025.232.500
"carcinoma, islet cell",C04.557.470.200.025.290
"carcinoma, lobular",C04.557.470.200.025.305
"carcinoma, medullary",C04.557.465.625.650.240.315
"carcinoma, mucoepidermoid",C04.557.470.200.025.340
"carcinoma, neuroendocrine",C04.557.465.625.650.240
"carcinoma, signet ring cell",C04.557.470.200.025.415
"carcinoma, skin appendage",C04.557.470.200.025.420
cholangiocarcinoma,C04.557.470.200.025.450
"cystadenocarcinoma, mucinous",C04.557.470.200.025.480.225
"cystadenocarcinoma, papillary",C04.557.470.200.025.480.230
"cystadenocarcinoma, serous",C04.557.470.200.025.480.240
klatskin tumor,C04.557.470.200.025.450.500
"carcinoma, giant cell",C04.557.470.200.220
"carcinoma, large cell",C04.557.470.200.260
"carcinoma, small cell",C04.557.470.200.380
"carcinoma, verrucous",C04.557.470.200.450
cervical intraepithelial neoplasia,C04.557.470.200.240.250
"cystadenoma, mucinous",C04.557.470.035.320.225
"cystadenoma, papillary",C04.557.470.035.320.230
"cystadenoma, serous",C04.557.470.035.320.240
"neoplasms, adnexal and skin appendage",C04.557.470.550
"neoplasms, basal cell",C04.557.470.565
pilomatrixoma,C04.557.470.565.625
"neoplasms, cystic, mucinous, and serous",C04.557.470.590
mucoepidermoid tumor,C04.557.470.590.580
"neoplasms, ductal, lobular, and medullary",C04.557.470.615
"papilloma, intraductal",C04.557.470.615.670
"neoplasms, mesothelial",C04.557.470.660
"neoplasms, neuroepithelial",C04.557.465.625.600
ganglioglioma,C04.557.465.625.600.380.350
